date,type,event,description,resources,year,week_number,month_year,weekday,mentions_kim
2021-10-19,Missile Provocation,Submarine Launched Ballistic Missile Launch,"North Korea fired a submarine-launched ballistic missile from Sinpo towards the sea between Japan and Korea. The missile was detected at 10:17am (KST), and traveled about 590 km at a top altitude of 60 km.",https://en.yna.co.kr/view/AEN20211019002958325?section=nk/nk,2021,42,10-2021,Tuesday,False
2021-09-30,Missile Provocation,Anti-aircraft Missile Launch,"According to North Korea's Academy of Defense Science, they test-fired a new type of anti-aircraft missile.",https://en.yna.co.kr/view/AEN20211001000553325?section=nk/nk,2021,39,09-2021,Thursday,False
2021-09-28,Missile Provocation,Short-range Missile Launch,"North Korea fired a missile at around 6:40am (KST) into the sea between Japan and Korea from Toyang-ri, Jagang Province eastward. KCNA announced the missile as a new ""hypersonic missile"" called Hwasong-8.",https://en.yna.co.kr/view/AEN20210929005552325?section=nk/nk,2021,39,09-2021,Tuesday,False
2021-09-15,Missile Provocation,Short-range Missile Launch,"North Korea fired two short-range missiles into the sea between Korea and Japan from the central county of Yangdok. They were fired at 12:34 pm and 12:39 pm (KST) respectively, and flew about 800 km (497 miles) at a maximum altitude of around 60 km.",https://en.yna.co.kr/view/AEN20210915005651325,2021,37,09-2021,Wednesday,False
2021-09-12,Missile Provocation,Long-range Cruise Missile Launch,"North Korea test-fired a new type of long-range cruise missile over two days. According to KCNA, the missile ""travelled for 7,580 seconds along an oval and pattern-8 flight orbits"" and ""hit targets 1,500 km away"" (932 miles).",https://en.yna.co.kr/view/AEN20210913000354325,2021,37,09-2021,Sunday,False
2021-09-11,Missile Provocation,Long-range Cruise Missile Launch,"North Korea test-fired a new type of long-range cruise missile over two days. According to KCNA, the missile ""travelled for 7,580 seconds along an oval and pattern-8 flight orbits"" and ""hit targets 1,500 km away"" (932 miles).",https://en.yna.co.kr/view/AEN20210913000354325,2021,36,09-2021,Saturday,False
2021-03-25,Missile Provocation,Short-range Ballistic Missile Launch,"On March 25, 2021 at 7:06am and 7:25am (KST), North Korea launched two short-range ballistic missiles from the eastern town of Hamju towards the sea between Koea and Japan that flew about 450km (280 miles) at an altitude of 60km (37 miles).",https://en.yna.co.kr/view/AEN20210325000656325?section=nk/nk,2021,12,03-2021,Thursday,False
2021-03-21,Missile Provocation,Anti-Ship Cruise Missile Launch,"On March 21, 2021 at around 6:36am (KST), North Korea fired two cruise missiles from the western port county of Onchon.",https://en.yna.co.kr/view/AEN20210324000555325?section=news,2021,12,03-2021,Sunday,False
2020-07-06,Missile Provocation,Anti-Ship Cruise Missile Launch,"On July 7, North Korea launched ship-to-ship missile from a ship in the sea between Korea and Japan that flew about 100 km. South Korean authorities saw the test as part of North Korea's regular maritime exercise.",https://en.yna.co.kr/view/AEN20200730003600325,2020,27,07-2020,Monday,False
2020-06-16,Other Provocation,Exchange at the inter-Korean Joint Liaison Office,"On June 16, 2020, North Korea set off an explosion at the inter-Korean joint liaison office in Kaesong. Three days prior, the sister of North Korean leader Kim Yo-jong had threatened to destroy the “useless” office.",https://en.yna.co.kr/view/AEN20200616008253325?section=nk/nk,2020,24,06-2020,Tuesday,False
2020-04-14,Missile Provocation,Anti-Ship Cruise Missile Launch,"On April 14, 2020 at 7:00am (KST), North Korea launched cruise missiles near the town of Munchon and air-to-ground missiles from fighter jets near Wonsan for more than 40 minutes. The projectiles travelled around 150 km towards the sea between Korea and Japan.",https://en.yna.co.kr/view/AEN20200414006452325?section=nk/nk,2020,15,04-2020,Tuesday,False
2020-03-21,Missile Provocation,Short-range Missile Launch,"On March 21, 2020 at 6:45am and 6:50pm (KST), North Korea launched two projectiles from the county of Sonchon in North Pyongan Province towards the sea between Korea and Japan. The projectiles traveled a distance of 410km (255 miles) at a maximum altitude of 50km (31 miles) and closely resemble the KN-24 short-range ballistic missile system.",https://en.yna.co.kr/view/AEN20200321000454325?section=nk/nk,2020,11,03-2020,Saturday,False
2020-03-06,Missile Provocation,Short-range Missile Launch,"On March 9. 2020 at 7:36am (KST), North Korea launched three short-range projectiles from the Sondok, South Hamgyong Province area towards the sea between Korea and Japan. The projectiles traveled a distance of 200 km at a maximum altitude of 50 km, and closely resemble the KN-25 multiple rocket launch system.",https://en.yna.co.kr/view/AEN20200309000455325,2020,9,03-2020,Friday,False
2020-03-02,Missile Provocation,Short-range Missile Launch,"On March 2, 2020 at 12:37pm (KST), North Korea launched two short-range projectiles from the Wonsan, Kangwon Province area towards the sea between Korea and Japan. The projectiles traveled a distance of 240km (150 miles) at a maximum altitude of 35km (22 miles) with a 20-second interval between the two launches. While the exact type and model of the projectiles are yet to be confirmed, considering the nature of the test they may be SRBMs or new surface-to-surface missiles. The short interval time also indicates that the event may have been a multiple rocket launcher system test.",https://en.yna.co.kr/view/AEN20200302005254325?section=national/defense,2020,9,03-2020,Monday,False
2019-12-13,Other Provocation,Rocket Engine Test,"North Korea reportedly conducted another crucial test at Sohae Satellite Launch Site Launching Ground, otherwise known as the Dongchang-ri site on the west coast. The test came six days after North Korea conducted what it called a ""very important test"" at the same site.",https://en.yna.co.kr/view/AEN20191214001357325?section=search,2019,49,12-2019,Friday,False
2019-12-07,Other Provocation,Rocket Engine Test,"North Korea stated that a “very important test took place at the Sohae Satellite Launching Ground”, Dongchang-ri site, North Pyongan Province, adding the Academy of National Defense Science reported the ""result of the successful test"" to the Workers' Party.",https://m-en.yna.co.kr/view/AEN20191208001051325?section=nk/nk,2019,48,12-2019,Saturday,False
2019-11-28,Missile Provocation,Short-range Missile Launch,"On Thursday (KCT), North Korea tested its super-large multiple rocket (SLMR) launcher under Kim Jong-un’s guidance from Yeonpo, South Hamgyong Province, toward the sea between Korea and Japan. According to the Joint Chiefs of Staff (JCS), two projectiles were fired within a 30-second interval and flew around 380 kilometers in distance, reaching an apogee of around 97 km. Thursday's firing constituted the thirteenth testing conducted this year, and the fourth testing of its super-large rocket launcher system, which is presumed to be a 600-millimeter diameter one.",https://en.yna.co.kr/view/AEN20191129000352325?section=nk/nk,2019,47,11-2019,Thursday,True
2019-11-27,Other Provocation,Cyberattack,"South Korea confirmed November 21, 2024 that North Korean hacking groups Lazarus and Andariel were involved in the theft of 342,000 Ethereum tokens from the cryptocurrency exchange Upbit. The tokens, valued at 58 billion KRW at the time, are now equivalent to 1.47 trillion KRW. North Korea sold 57% of the stolen Ethereum tokens at 2.5% below market price in exchange for bitcoin tokens on three cryptocurrency exchange websites presumably established by the North, the South Korea police noted.",,2019,47,11-2019,Wednesday,False
2019-10-31,Missile Provocation,Short-range Missile Launch,"North Korea launched two short-range projectiles from Sunchon, South Pyongan Province at 4:35 PM and 4:38 PM respectively towards the sea between Korea and Japan. According to the ROK Joint Chiefs of Staff (JCS), the projectiles flew about 370 km in distance, at an apogee of around 90 km.",http://www.koreaherald.com/view.php?ud=20191031000796,2019,43,10-2019,Thursday,False
2019-10-02,Missile Provocation,Short-range Missile Launch,"North Korea fired an “one unidentified ballistic missile” eastward from waters northeast of Wonsan, Kangwon Province at 7:11 AM. According to the ROK Joint Chiefs of Staff (JCS), the missile flew about 450 km in distance, at an apogee of around 910 km.",https://en.yna.co.kr/view/AEN20191002001257325?section=national/defense,2019,39,10-2019,Wednesday,False
2019-09-10,Missile Provocation,Multiple Lanuch Rocket System (MLRS) Test,"North Korea launched two unidentified short-range projectiles eastward in the vicinity of Kaechon in South Pyongan Province at 6:53 AM and 7:12 AM respectively. According to the ROK Joint Chiefs of Staff (JCS), the projectiles flew about 330 km, at an apogee of around 50 to 60 km. The Korean Central News Agency (KCNA) confirmed that the projectiles were from a new Multiple Launch Rocket System (MLRS), which it also tested on August 24, 2019.",https://en.yna.co.kr/view/AEN20190910001055325,2019,36,09-2019,Tuesday,False
2019-08-24,Missile Provocation,Multiple Lanuch Rocket System (MLRS) Test,"North Korea launched two unidentified projectiles toward the sea between Korea anad Japan at 6:45 AM and 7:02 AM respectively. According to the ROK Joint Chiefs of Staff (JCS), the projectiles flew about 380 km in distance, at an apogee of 97 km. The Korean Central News Agency (KCNA) later called it a test of a new ""super-large"" Multiple Launch Rocket System (MLRS).",https://en.yna.co.kr/view/AEN20190910001055325,2019,33,08-2019,Saturday,False
2019-08-16,Missile Provocation,Short-range Missile Launch,"On August 16, 2019 (KST), North Korea launched two unidentified short-range projectiles into the sea between Korea and Japan from Tongchon county in Kangwon Province at approximately 8:01am and 8:16 am. According to the ROK Joint Chiefs of Staff (JCS), both projectiles flew about 230km at an apogee of 30km and a maximum speed of around Mach 6.1. The JCS said that the projectiles could be short-range ballistic missiles.",https://en.yna.co.kr/view/AEN20190816001354325?section=national/defense,2019,32,08-2019,Friday,False
2019-08-10,Missile Provocation,Short-range Ballistic Missile Launch,North Korea fired two short-range ballistic missiles at 5:34 a.m. and 5:50 a.m. local time from an area near Hamhung city toward the sea between Korea and Japan. The SRBMs are reported to have traveled 248.5 miles and reached a maximum height of 30 miles.,https://www.wsj.com/articles/north-korea-conducts-fifth-weapons-test-since-july-25-11565388807,2019,31,08-2019,Saturday,False
2019-08-05,Missile Provocation,Short-range Ballistic Missile Launch,North Korea fired two short-range ballistic missiles at 5:24 a.m. and 5:36 a.m. local time. The SRBMs reportedly travelled approximately 280 miles and reached a maximum height of 23 miles.,,2019,31,08-2019,Monday,False
2019-08-02,Missile Provocation,Short-range Missile Launch,"North Korea fired two unidentified short-range projectiles into the sea between Korea and Japan at 2:59am and 3:23am, respectively, from Yonghung, South Hamgyong Province. The launches came just two days after North Korea fired two short-range projectiles from Wonsan. According to the Joint Chiefs of Staff, both missiles flew approximately 220km at an altitude of 25km before landing in waters. Cheong Wa Dae said the projectiles could be new types of short-range ballistic missiles. Details about the type of missiles launched were not immediately available.",https://en.yna.co.kr/view/AEN20190802000754325?section=nk/nk,2019,30,08-2019,Friday,False
